listing_id,address,city,province,postal_code,neighborhood,subarea,sub_area_community,property_age,property_type,style,sqft,days_on_site,bed,bath,price,strata_fee,primary_agent,primary_broker,title,description,,scrape_date
R2508850,2109-4815 Eldorado Mews,Vancouver,BC,V5R0B2,Collingwood,collingwood-vancouver-bc,Collingwood,Built in 2013 (7 yrs old),Apt/Condo,NA,435,12,1,1,449000,205,Jason Jennings PREC*,Sotheby's International Realty Canada,NA,"Attention Investors/First time home buyers. This 1 bedroom condo is sure to please! Features include stainless steel appliances, in-suite laundry, large windows to allow a bright space and to enjoy the City, Water and Mountain views. A corner unit on an upper floor in a concrete high rise. Building offers a gym, club house and garden area and is situated close to shops, restaurants, schools, transit with easy access to Downtown Vancouver. Pets and rentals allowed (with restrictions).",,11/15/2020
R2506088,35-8031 General Currie Road,Richmond,BC,V6Y1L9,Brighouse South,brighouse-south-richmond-bc,Brighouse South,Built in 1989 (31 yrs old),Townhouse,3 Storey,1719,22,3,3,848000,205,Peter Liu,Sutton Group - 1st West Realty,Freehold Strata,"Welcome to Parkford Gardens - Central Location in Richmond city. Bright and spacious, very well maintained 3 levels, 3 bedrooms plus den and 2.5 Bathroom with great layout and large deck is ready for you to make your own. Walking distance to Great School R.C Palmer Secondary, Close to Public transit, shopping Mall, Parks and restaurants. Great home for entertaining family and friends! Contact us today for a private viewing!",,11/15/2020
R2485227,8-7171 Blundell Road,Richmond,BC,V6Y1J5,Brighouse,brighouse-richmond-bc,Brighouse,Built in 1988 (32 yrs old),Townhouse,"2 Storey,Corner Unit",1762,79,3,3,950000,205,Martin Ng PREC*,RE/MAX Crest Realty,Freehold Strata,"RARELY AVAILABLE! This 2 stories corner unit townhome has 1762 sqft of spacious living space, fully renovated in 2018, over $120,000 of upgrades, features 3 bed and 2.5 bath, thermosoft electric RADIANT FLOOR HEATING throughout, Engineered Hardwood Flooring, Updated windows, open kitchen with granite counter top, stainless steel appliances, updated washer&dryer. Custom closet in Master bedroom. Extreme makeover in Master Bathroom features a $7000 custom order KOHLER bathtub, mounted electric towel warmer & more. Convenient and Central location, minutes walk/drive to Richmond Center, bus, skytrain, Minoru Track, Aquatic Centre, Richmond library, schools, parks, groceries, restaurants & banks. Ferris Elementary & Richmond Sec. BOOK YOUR PRIVATE SHOWNG. PLEASE WEAR MASK",,11/15/2020
R2510146,5-19628 55a Avenue,Langley,BC,V3A3X2,Langley City,langley-city-langley-bc,Langley City,Built in 2020 (0 yrs old),Townhouse,3 Storey,1484,6,3,3,599500,205,Goldy Kang PREC*,Sutton Group-West Coast Realty (Surrey/120),Freehold Strata,"3-Bedroom ASSIGNMENT at LIFT by Leone Homes! Modern Living Beautiful Townhome offers exceptional outdoor space, and a Rooftop Deck and another private Deck next to Kitchen which is best for your Personal calm. Unit will be furnish with eco-friendly technology - A/C, LED Lighting, upgraded Laminate Flooring. Main features LARGE size island with Quartz Waterfall Counters, High-End Appliances, and a Powder Washroom. Upper level includes Master bedroom and 2 bedrooms. Amazing open concept layout with large windows and great natural lighting. Call today for details as this won't last long.",,11/15/2020
R2470974,602-2968 Glen Drive,Coquitlam,BC,V3B0C4,North Coquitlam,north-coquitlam-bc,North Coquitlam,Built in 2012 (8 yrs old),Apt/Condo,Inside Unit,646,119,1,1,479900,205,George Gomory,RE/MAX Crest Realty,Freehold Strata,"Just move in and enjoy your new one bedroom condo at Coquitlam Centre. This lower floor unit is on the quiet side of the complex and is only a short walk to Sky Train, Lots of Local Shops, & shopping at Coquitlam Centre. The Suite has gorgeous black granite counter tops in the kitchen and bathroom. The Kitchen features a gas stove for fast cooking. The large living room can be used as all one living room with bar seating at the counter or use a full dining table. The master bedroom is large enough for a queen sized bed and features a walk in closet and a cheater en-suite. There is a large soaker tub in the bathroom. The Complex has 2 gyms, billiards room, outdoor pool & hot tub, and gardens. Easy to show. There is 1 parking and 1 locker. Pets OK, Large Dogs ok. Call now.",,11/15/2020
R2511601,1847 Adanac Street,Vancouver,BC,V5L2E1,Hastings,hastings-vancouver-bc,Hastings,Built in 2017 (3 yrs old),Townhouse,4 Level Split,1506,6,3,3,1118000,205,Dimitri Psihas PREC*,Stilhavn Real Estate Services,Freehold Strata,"Welcome to the Adanac 3. This self managed townhouse complex offers views, central living, confidence, and luxury. Built in 2017, offering the remainder of 2-5-10 home warranty,1506 sq ft, 3 bedrooms, 3 full bathrooms, an additional flex space, tons of light, and an amazing amount outdoor space with 3 decks including a roof top deck. Perfect for entertaining with an entire city and mountain view! Gas hookups outside off the main and roof, a SS Samsung appliance package with gas range. This is truly a great setup situated in between Commercial and Victoria Drive. The townhouse has 1 parking in rear, ample street parking out front, Salsbury park on the same block and 2 great elementary schools minutes away. Call now for Apt only open house times. https://player.vimeo.com/video/471846315. video tour",,11/15/2020
R2454913,10-19628 55a Avenue,Langley,BC,V6B5A1,Langley City,langley-city-langley-bc,Langley City,Built in 2020 (0 yrs old),Townhouse,3 Storey,1484,169,3,3,639000,205,Jacky Chan PREC*,Park Georgia Realty Ltd.,Freehold Strata,"ONLY 4 UNITS REMAIN AT LIFT by Leone Homes! 95% Sold Out! LIFT features unique designs with extended profiles unlike any other development in the Fraser Valley. Leone Homes has brought high end West Vancouver-like features and amenities to every home at LIFT. Each unit boasts exceptional outdoor space, a rooftop deck and 2nd deck near the kitchen totalling over 650sqft! Compared to neighbouring developments, LIFT includes the best features such as Air Conditioning, 2 car garage that is EV ready, open layout for the kitchen and living room area, high end Samsung gas appliances, and much more! Come select your unit today before it it is too late!",,11/15/2020
R2505998,700 Ocean Crest Drive,West Vancouver,BC,V0N3Z2,Furry Creek,furry-creek-west-vancouver-bc,Furry Creek,Built in 2009 (11 yrs old),House,2 Storey w/Bsmt.,2895,23,3,3,1980000,205,Frank Liu,Pacific Evergreen Realty Ltd.,Freehold Strata,"Stunning ocean view from the master bedroom! This impeccable house is located in a tranquil community alone the Sea-to-Sky highway. Surrounded by forest and facing the Howe Sound, this is your true solitude only steps away from Downtown. The well known Furry Creek gold course is just minutes away from this property. Built by Park Lane Homes. This house provides three spacious bedrooms and a enormous living room. The cozy home office provides you the space to work at home in this uncertain time. Please call for your private showing!",,11/15/2020
R2491600,1507-1088 Richards Street,Vancouver,BC,V6B0J8,Yaletown,yaletown-vancouver-bc,Yaletown,Built in 2011 (9 yrs old),Apt/Condo,Upper Unit,542,63,1,1,680000,205,Janet Lu PREC*,Royal Pacific Realty Corp.,Freehold Strata,"Richards living, city view east facing bright one bedroom plus a flex on the 15th floor in Yaletown, spacious layout, it offers roof top garden, bike room & gym, central location, steps to park. Close to seawall, transit & shopping. Rentals allowed for periods longer than 90 days. showing by appointment between Thur 5-7pm Sept 3rd.",,11/15/2020
R2490924,4-19628 55a Avenue,Langley,BC,V5W3M4,Langley City,langley-city-langley-bc,Langley City,Built in 2020 (0 yrs old),Townhouse,3 Storey,1484,63,3,3,639000,205,Kevin Kam,Park Georgia Realty Ltd.,Freehold Strata,"PRICED TO SELL! 3-bedroom ASSIGNMENT at LIFT by Leone Homes! Home offers exceptional outdoor space totaling over 650sqft - a rooftop deck and a 2nd deck near the kitchen that is perfect for your gatherings and personal relaxation! Unit will be equipped with eco-friendly technology - A/C, LED Lighting, forced air heating, NEST smart home system, laminate floor upgrades, wood veener cabinet upgrade! Don't wait, call today! Unit also includes a 2-car garage with EV charging roughed in. Amazing open concept layout with large windows and great natural lighting! Lift features large entertainment size island with quartz waterfall counters, high-end gas appliances, and a powder washroom on the main floor.",,11/15/2020
R2493374,3903-667 Howe Street,Vancouver,BC,V6C0B5,Downtown West,downtown-west-vancouver-bc,Downtown West,Built in 2013 (7 yrs old),Apt/Condo,1 Storey,2112,57,3,4,3680000,2051,Mark Zhang,Team 3000 Realty Ltd.,Freehold Strata,"Private Residences at Hotel Georgia Vancouver.Stunning rare N/E facing 3 bed & den corner suite with dramatic views to the Northshore Mountains & harbour. Very livable space with large kitchen with high-end Appliances, extra eating area & 4 bathrooms. Unsurpassed design features with the finest of materials & finishes include oversized Mahogany veneer entry door, detailed light fixtures, custom cabinetry, gorgeous kitchen & beautiful luxurious spa-like marble bathrooms. Home to those who expect the best, take pleasure in the 24 hour concierge, privileged hotel services & exquisite amenities such as the indoor saltwater pool, spa & superb gym. Luxurious central living in a legacy landmark with the finest shops, restaurants & arts at your door.",,11/15/2020
R2503608,1101-1616 Columbia Street,Vancouver,BC,V5Y0B7,False Creek,false-creek-vancouver-bc,False Creek,Built in 2010 (10 yrs old),Apt/Condo,"1 Storey,Penthouse",8354,29,3,4,7498000,2059,Stu Bell PREC*,Royal LePage Sussex,Freehold Strata,"We are proud to present this spectacular penthouse in The Bridge at The Village on False Creek, with 4,780 sq ft of outdoor living space. Stunning 3,574 sq ft 3 bed 3.5 bath & den with soaring ceilings & walls of windows connecting 8,374 sq ft of indoor/outdoor living. Enjoy breathtaking sunrise & sunset views of the skyline, mountains, False Creek, Science World, and BC Place. Thriving waterfront community surrounded by walking/biking paths, parks, fine dining, & great shopping. Grand master suite & a gorgeous kitchen with Eggersman cabinetry, sub zero wine fridge & Miele appliances. Includes 3 parking stalls & 2 big storage lockers. LEED certified building with geothermal heating/cooling & great amenities including a private gym, indoor swimming pool, and Gold Medal Club. A phenomenal penthouse in a prime location!",,11/15/2020
R2466202,612-20325 85 Avenue,Langley,BC,N/A,Willoughby Heights,willoughby-heights-langley-bc,Willoughby Heights,Built in 2021 (-1 yrs old),Apt/Condo,1 Storey,1061,133,2,1,589700,206,Chris Cha PREC*,Hanna Realty Ltd.,Freehold Strata,"TOP PENTHOUSE / SouthEast Corner unit with open view / Solarium / Air Conditioning / This 2bed + 2 bath suite has it all, a square glass solarium w/gas connection for BBQ & year round entertaining. Gourmet Samsung appliances including gas 5 burner cooktop, double oven, quartz countertops, heated tile floors in bathrooms, energy efficient heat pump/AC (each bedroom and living room), Wood closet system and a sound dampening acoustic pkg. laminate floor is in throughout this unit. 2 U/G parking stalls with private storage locker (with electrical outlet capable of charging car).",,11/15/2020
R2498451,35-843 Ewen Avenue,New Westminster,BC,V3M0K6,Queensborough,queensborough-new-westminster-bc,Queensborough,Built in 2019 (1 yrs old),Townhouse,3 Storey,1478,42,3,3,739900,206,Paul Bains PREC*,Oakwyn Realty Ltd.,Freehold Strata,"New Craftsman Townhome. Quality workmanship. Functional floor plan. 3 bedroom unit with 2.5 bathrooms. Features include 9ft ceiling on main, open kitchen concept with quartz counter-tops, stainless steel appliances, and an island. Perfect for the growing family or active downsizer. Nestled in the heart of Queensborough, Ewen is within walking distance to all the neighbourhood amenities transit, shops, restaurants, schools and parks - all at your doorstep. Best of all, you're a 15-20 minute to anywhere in Metro Vancouver. MOVE IN NOW!",,11/15/2020
R2503406,106-5355 Lane Street,Burnaby,BC,V5H0H1,Metrotown,metrotown-burnaby-bc,Metrotown,Built in 2019 (1 yrs old),Apt/Condo,Corner Unit,531,28,1,1,438800,206,Frederick Moy,Sutton Centre Realty,Freehold Strata,"Corner unit located on the quiet side of the building with concrete patio in front for BBQ if needed. Its inner unit with security fence facing courtyard. Bright and quiet inside. All rooms in good size plus 9ft ceiling. 180 sqft patio good for maximum use and enjoyment of the suite. Prime spot of this unit just steps from elevator. One parking, one locker. 3 min walk to Royal Oak skytrain station. 2 min walk to Kingsway commercial corridor. 15 min walk to Metrotown. Close to all major amenities like; shops, banks, restaurants, schools, park and community centre. Minutes to everywhere. Rentals OK. Good for end users or investors.",,11/15/2020
R2510363,213-6931 Cooney Road,Richmond,BC,V6Y2J9,Brighouse,brighouse-richmond-bc,Brighouse,Built in 1979 (41 yrs old),Apt/Condo,Upper Unit,653,8,1,1,378000,206,Sheri Keenan PREC*,RE/MAX Select Properties,Freehold Strata,"Form and function and no wasted space in this spacious one bedroom in the Dolphin Place condo building. Recently updated with stainless appliances, textured brick panels , laminate flooring as well as new closet door and window mouldings - this is not to be missed and is excellent value! Centrally located in the Cooney Road and Granville (Brighouse) area this one bedroom is southeast facing with a large 20'x5' balcony. Insuite storage 5'x4' is a bonus. Worry free building, rainscreened, siding, balconies and roof done in 2009. Domestic water pipes repiped in 2006. One secure parking stall, close to sky train, several buses, shops and recreation.Two small pets and rentals allowed.",,11/15/2020
R2495202,1503-9633 Manchester Drive,Burnaby,BC,V3N4Y9,Cariboo,cariboo-burnaby-bc,Cariboo,Built in 1993 (27 yrs old),Apt/Condo,Inside Unit,800,32,2,2,559900,206,Lotus Chung,Sutton Centre Realty,Freehold Strata,"The best Prime location ! Very bright & specious 2 beds condo in solid well maintained concrete building. Bedroom with walk-in closet & sliding door to the balcony. Storage locker & one underground parking spot. Lots of visitor parking, great amenities such as indoor hot tub, steam room & gym, outdoor pool, hot tub & tennis courts. Steps to Skytrain, buses, schools, shopping & restaurants. Nearby Elementary, Secondary school and SFU! Rentals Allowed! Open House Sunday Oct. 4th, 2-4pm by appt.",,11/15/2020
R2493903,9-909 Clarke Road,Port Moody,BC,V3H1L6,College Park,college-park-port-moody-bc,College Park,Built in 2016 (4 yrs old),Townhouse,3 Storey,1266,55,3,3,828000,206,Charles Hu,Homeland Realty,Freehold Strata,"This 4-year-old 1,260 sqft executive townhouse by award winning designer ,Integra Architecture. is located at Central Port Moody. ""built green"" for better indoor air quality and efficiency.3 bedrooms at top offer panoramic mountain and City view. Incredible attention to detail here from top to bottom.Open-concept gourmet kitchen has 9 ft high ceiling , high-end granite counters, island and pantry.low maintenance fees only $205/Month . all level of school, park, and transit nearby. Easy access to highway. Very convenient location. A MUST See! It won't last.",,11/15/2020
R2364593,1907-988 Quayside Drive,New Westminster,BC,V3M0L5,New Westminster Quay,new-westminster-quay-new-westminster-bc,New Westminster Quay,Built in 2019 (1 yrs old),Apt/Condo,"1 Storey,Upper Unit",532,546,1,1,529000,206,Pansy Yeung PREC*,RE/MAX Crest Realty,Freehold Strata,"GREAT INVESTMENT opportunity! This BRAND NEW waterfront home by Bosa in one of New Westminster's revitalized neighborhoods is currently tenanted. Functional floorplan PLUS over 100sf balcony with no wasted space. You can double the size of dining and living areas by easily sliding away the bedroom doors. Queen bed and sofa included. The kitchen island can transform into a long table for dining, comfortably seating 8 people. Unit comes with 1 parking & 1 locker. Whether you to enjoy some private time or host a party at home, this unit will fulfil your needs! At your door front is the Fraser River and the Esplanade Boardwalk. Skytrain is only steps from your door. 25 minutes from downtown Vancouver, 15 minutes from Metrotown and 10 minutes from SFU at Surrey. Call for your privacy showing.",,11/15/2020
R2511749,420-20673 78 Avenue,Langley,BC,V2Y3K1,Willoughby Heights,willoughby-heights-langley-bc,Willoughby Heights,Built in 2020 (0 yrs old),Apt/Condo,Inside Unit,753,5,2,2,479900,206,Alan Hamilton,RE/MAX Little Oak Realty (Fort Langley),Freehold Strata,"GST ALREADY PAID and barely occupied a month! Ideal south facing unit with large covered sundeck and view on quiet side of building. Welcome to Grayson, quality built by Quadra in the heart of Willoughby Town Centre -fantastic location, steps away from banks, Shoppers Drug M and lots of other stores! This 2 bed, 2 bath unit offers 9 ft ceilings, washer dryer plus full size S/S kitchen appliances incl gas range, quartz countertops, free standing island, laminate flooring throughout. 1 parking stall & storage locker. Building amenities incl a social lounge with outdoor patio, 2nd level rooftop deck, gym and meeting room. Easy access to hwy 1 and Carvolth Park & Ride and very close to soon to be built elementary school. Low strata fees.",,11/15/2020
R2513370,213-8888 Osler Street,Vancouver,BC,V6P4G2,Marpole,marpole-vancouver-bc,Marpole,Built in 2021 (-1 yrs old),Apt/Condo,"1 Storey,Corner Unit",456,1,1,1,555900,206,Ryan Lalonde,MLA Canada Realty,Freehold Strata,"Modern Living has descended on one of Vancouver's most historic neighbourhoods with 8888 Osler, located on Vancouver's Westside. This concrete building includes A/C and a 5th floor outdoor community lounge with gardens and a playground. This corner southwest facing, 1 bedroom home features an open concept, incredibly functional kitchen with integrated 30"" Bosch appliance package including a five burner gas cooktop and 30"" wall oven. The large kitchen island features seating for 4 people to dine. The balcony space features Lumon windows allowing you to open and close the balcony for year round enjoyment. One parking stall and storage unit included. Close proximity to grocery stores and skytrain. www.8888Osler.com",,11/15/2020
R2416936,401-7811 209 Street,Langley,BC,V2Y0P2,Willoughby Heights,willoughby-heights-langley-bc,Willoughby Heights,Built in 2020 (0 yrs old),Apt/Condo,Inside Unit,746,358,2,2,438000,206,Jenny Ma PREC*,RE/MAX Treeland Realty,Freehold Strata,"WYATT! Best layout 2 bdrm & 2 full baths condo with deck on the fourth level! 2 bedrooms are separated by the middle kitchen & Dinning & living room. 9 foot ceilings, over sized low-e windows, Torly's laminate flooring. White spacious kitchen with modern flat panel soft-close cabinets, quartz counter tops, tile back splash, free standing island, S/S Sonetto sink, polished chrome Grohe faucet & sleek S/S appliances. Bathroom has quartz countertops with undermount sinks , frameless glass shower in ensuite,relaxing soaker tub in main bath and over sized porcelain tile flooring. Designed by award winning Focus Architecture. Walking distance to shopping , transit, schools, parks, recreation, restaurants. 5 mins driving to Highway 1 access. Assignment of Contract. Estimate Completion Mar 31 2021",,11/15/2020
R2501325,9-9060 General Currie Road,Richmond,BC,V6Y1M4,McLennan North,mclennan-north-richmond-bc,McLennan North,Built in 2005 (15 yrs old),Townhouse,"3 Storey,Corner Unit",1442,35,4,3,848000,206,Tony Leung,Top Vision Realty Inc.,Freehold Strata,"DUPLEX STYLE corner unit townhome with 4 bedrooms + den of spacious living! This immaculate, heritage style townhome has a totally open layout, covered porch, kitchen with island & breakfast bar, laminate floors, upgraded closet organizers, 2.5 baths, cozy electric fireplace, balcony off master. Excellent N/S/W exposed townhome also has a fully fenced front yard & direct access to street parking. All this in the heart of Richmond in a well-run 9 unit complex close to shopping, parks, buses, Canada Line & schools.",,11/15/2020
R2502816,804-7077 Beresford Street,Burnaby,BC,V5E4J5,Highgate,highgate-burnaby-bc,Highgate,Built in 1996 (24 yrs old),Apt/Condo,Upper Unit,695,13,1,1,486000,206,Tammy Jin PREC*,RE/MAX Crest Realty,Freehold Strata,"Beautiful, bright and quiet unit at concrete high rise building City Club. Magnificent southeast city view with attractive floor plan. 1 good size bedroom with a 5 x 6 den, gas fireplace, upgraded laminate floor, in-suite laundry, and a large balcony. Walking distance to Edmonds Skytrain, library, Highgate Village, a variety of shops and restaurants. Minutes from Metrotown. 1 underground parking and 1 storage locker included. This very well-maintained building has a gym and party room. Call today!",,11/15/2020
R2509061,1203-1238 Seymour Street,Vancouver,BC,V6B6J3,Downtown West,downtown-west-vancouver-bc,Downtown West,Built in 1997 (23 yrs old),Apt/Condo,"Live/Work Studio,Upper Unit",445,13,1,1,499900,207,Michael Mihaylov PREC*,Sutton Group-West Coast Realty,Freehold Strata,"Welcome to The Space. This amazing building was built with double the ceiling height on each floor, so the 12th floor unit is equal to being on the 24th floor. Stunning views of the city, north shore mountains, and False Creek. This Beautiful unit was renovated with Granite Countertops, Undermount Kitchen Sink, New Kitchen Cabinets, Stainless Steel Appliances, Laminate Floors, and a Professionally installed separation wall, that makes this unit a true 1 bedroom. Comes with 1 parking, 1 storage locker. Call today for your private showing.Covid-19 Protocol in place, masks required for all showings.",,11/15/2020
R2498923,313-6968 Royal Oak Avenue,Burnaby,BC,V5J4J3,Metrotown,metrotown-burnaby-bc,Metrotown,Built in 2020 (0 yrs old),Apt/Condo,1 Storey,604,41,1,1,505900,207,Ryan Lalonde,MLA Canada Realty,Freehold Strata,"This spacious 1 bedroom home provides an exceptional open layout with no wasted space. Book your private showing today and ask about how you can receive $5,000 off for a limited time. Enjoy the morning sun from this brand new home that is ready to move into along with 9’ ceilings, contemporary finishings, and balcony. The kitchen is extra-large for a one bedroom home boasting an island that seats up to four! This home is a must see and includes storage and parking as well. Conveniently located in the Metrotown area next to Royal Oak Skytrain, shops, services, parks and much more.",,11/15/2020
R2505863,24-20327 72b Avenue,Langley,BC,N/A,Willoughby Heights,willoughby-heights-langley-bc,Willoughby Heights,Built in 2021 (-1 yrs old),Townhouse,"3 Storey,End Unit",2255,22,4,4,829900,207,Brittany Reimer,MLA Fraser Valley,Freehold Strata,"Welcome to Tribute! Langley's newest family style townhomes offer elegant design with the convenience of a lock-and-go lifestyle. This ""B"" plan boasts approx. 2,255 square feet of luxury finishes, separate living and family rooms and a double side by side garage. This home features gorgeous glass stair railings, a large walk-in shower with rainfall showerhead and bench seating, and a signature entertainment system complete with fireplace, built-in shelving and wire management. Kitchens include KitchenAid gas cooktop, french door fridge, dishwasher and wall oven with integrated microwave. Forced air heating with optional A/C and additional soundproofing in the party walls means you don't have to compromise on comforts. Move in spring 2021!",,11/15/2020
R2465853,10875 Carmichael Street,Maple Ridge,BC,V2W0H3,Thornhill,thornhill-maple-ridge-bc,Thornhill,Built in 2014 (6 yrs old),House,2 Storey w/Bsmt.,4598,134,5,6,2038000,207,Carol Chen,LeHomes Realty,Freehold Strata,"Exquisite Grant Hill Estates 4,598 sf Custom Home on a Private 16,466 sf Lot Overlooking breathtaking view of Fraser Valley and Golden Ears Mountain! Main level features Chef inspired Open Kitchen and Wok Kitchen with Wolf&Sub-Zero appliances and Oversized Granite Island! Open concept Living area and dinning area opens onto covered sundeck with a gas fire table. Master Bdrm with huge WIC and Ensuite plus Fully Self Contained 2 Bdrm suite and Den upstairs. Wet Bar, Media Room, 2 Bdrm and 2 Bath & Library complete the lower level with separate entrance. Fully equipped Triple Bay Garage Plus Detached Workshop/Garage fulfill your hobby dream!Electric Power Operating Window Shutter, Water Filtration System, Build-in Smart Home Security System, RTI Audio System...the list goes on!By appt only!",,11/15/2020
R2441534,1001-4808 Hazel Street,Burnaby,BC,V5H0A2,Forest Glen,forest-glen-burnaby-bc,Forest Glen,Built in 2008 (12 yrs old),Apt/Condo,1 Storey,632,222,1,1,588000,207,Henry Wu PREC*,LeHomes Realty Premier,Freehold NonStrata,"""CENTREPOINT"" by INTRACORP. Right in the Center of Metrotown. Just steps away from Metrotown Shopping Centre, restaurants, skytrain, T&T, Crystal Mall & Library. Very spacious 1 bedroom suite with great view facing West. Modern open concept kitchen featuring granite counters, breakfast bar, and quality appliances including gas fire place. Amenities include party room, gym, steam rooms & rooftop garden. 1 underground parking stall & locker included. School Catchment: Marlborough Elementary & Moscrop Secondary. Don't miss out this great opportunity! Open House: March 7/8 Sat/Sun 2-4PM",,11/15/2020
R2486993,215-7168 Stride Avenue,Burnaby,BC,V3N1T7,Edmonds,edmonds-burnaby-bc,Edmonds,Built in 2013 (7 yrs old),Townhouse,2 Storey,872,59,2,2,750000,207,Sylvie Zhao PREC*,LeHomes Realty,Freehold Strata,"Nice Location! Eden at Edmonds, Burnaby East designed 2 bedroom model 2 stories townhouse. This 2 level, 2 bedroom town-home feels large with their open kitchens. Eden at Edmonds offers the best quality townhome development. The unbelievably spacious layout and high-quality finishing. Step to shopping, dining, parks, schools, and Edmonds Skytrain Station.",,11/15/2020
R2498356,610-20826 72 Avenue,Langley,BC,V2Y1T2,Willoughby Heights,willoughby-heights-langley-bc,Willoughby Heights,Built in 2019 (1 yrs old),Apt/Condo,1 Storey,1079,42,2,2,525900,207,Danny Evans,Royal LePage - Wolstencroft,Freehold Strata,"2 BDRM PENTHOUSE WITH VIEWS OF MT. BAKER AND SOUTH LANGLEY. This luxury boutique condo with incredible panoramic views is a must see. Oversize windows and lots of light, with high end finishing and features throughout. Laminate and tile floors, 10 ft ceilings, premium S/S appliances and quartz countertops. Large 152 sqft deck with unobstructed views where you can enjoy morning coffee and evenings relaxing or entertaining while soaking in the incredible panoramic views. Surrounded by forest walking trails and minutes from big box stores, restaurants, schools and the Langley Events Centre. Don't forget to check out the amazing rooftop amenity. Paradise found! Move in ready.",,11/16/2020
R2480549,104-22577 Royal Crescent,Maple Ridge,BC,V2X2M2,East Central Maple Ridge,east-central-maple-ridge-bc,East Central Maple Ridge,Built in 2020 (0 yrs old),Apt/Condo,1 Storey,1184,91,2,2,489000,208,Lisa Gill,Macdonald Realty (Surrey/152),Freehold Strata,"The Crest Maple Ridge ! Hurry in as we are at our last few available! Call for all the details and the website. Beautiful spacious homes, stainless steel appliances, top end finishing and low maintenance fees. Available now staged units to view.",,11/16/2020
R2498461,3802-4900 Lennox Lane,Burnaby,BC,V5H0G9,Metrotown,metrotown-burnaby-bc,Metrotown,Built in 2017 (3 yrs old),Apt/Condo,Upper Unit,614,27,1,1,638000,208,Wendy Tan PREC*,Nu Stream Realty Inc.,Freehold Strata,"Spacious one bedroom and den in the Park Metrotown by well known developer Intergulf. West facing with gorgeous city, park and mountain view. One of the best floor plan , total in 614 sqft with no waste space. Gourmet kitchen with high-end Bertazzoni & Blomberg appliances, gas range, quartz countertops. Den is in very good size and can put a bed in. Amenities include fitness room, sauna, hot tub, roof top outdoor & indoor lounge featuring 360 degree view of Greater Vancouver. Bonsor Park & recreation center is right across the street, steps to Skytrain station, Metrotown shopping centre, banks, restaurants and Central Park. Easy to show. Call to BOOK your own showing time.",,11/16/2020
R2499823,507-2689 Kingsway,Vancouver,BC,V5R0C3,Collingwood,collingwood-vancouver-bc,Collingwood,Built in 2015 (5 yrs old),Apt/Condo,Bachelor/Studio,407,40,0,1,399000,208,Thomas O'Quinn,Royalty Group Realty Inc.,Freehold Strata,"Great price and location,Covid-19 rules - phone or text Thomas - rentals and pets OK 507 is the top floor of this section and a corner unit great price and space. S.W. view of Park only 1 neighboring unit on the east side. viewing by appointment only Sunday 2-4 Nov 1",,11/16/2020
R2480619,406-22577 Royal Crescent,Maple Ridge,BC,V2X6G9,East Central Maple Ridge,east-central-maple-ridge-bc,East Central Maple Ridge,Built in 2020 (0 yrs old),Apt/Condo,1 Storey,1184,91,2,2,489000,208,Lisa Gill,Macdonald Realty (Surrey/152),Freehold Strata,"The Crest Maple Ridge ! Hurry in as we are at our last few available! Call for all the details and the website. Beautiful spacious homes ,stainless steel appliances ,top end finishing and low maintenance fees. Available now, staged units to view.",,11/16/2020
R2464362,3-23622 132nd Avenue,Maple Ridge,BC,N/A,Silver Valley,silver-valley-maple-ridge-bc,Silver Valley,Built in 2021 (-1 yrs old),Townhouse,"2 Storey w/Bsmt.,End Unit",1733,139,3,3,659900,208,Jeremy McCarthy PREC*,Royal LePage - Brookside Realty,Freehold Strata,"An executive living experience set in the heart of Silver Valley! This 1733 Sq foot 3 bedroom 3 bathroom A Plan is set among 16 stylish and beautifully crafted residences nestled amongst the natural beauty of Silver Valley provide both a connection to nature and the warmth of a family neighborhood life. Only minutes to downtown Maple Ridge’s shops, restaurants and amenities, as well as easy access to the Golden Ear’s and Pitt River Bridges! Enjoy an array of outdoor activities including Rivers, Lakes, Hiking Trails and much more all within a few blocks of your luxury lock and leave residence.",,11/16/2020
R2485713,1907-7088 Salisbury Avenue,Burnaby,BC,V5E0A4,Highgate,highgate-burnaby-bc,Highgate,Built in 2008 (12 yrs old),Apt/Condo,"Corner Unit,Upper Unit",760,62,1,1,599000,208,Tracy Niu PREC*,Nu Stream Realty Inc.,Freehold Strata,"Location! Location! Location! Nesting in WEST, a luxurious concrete apartment building in core of the popular Highgate and built by well-known developer BOSA, This well-laid out suite features a good-sized den, which is a potential second bedroom. With open and spacious layout with floor to ceiling windows throughout living room and bedrooms, this gorgeous luxurious, south-east corner unit features breathtaking view of mountain, river and city lights. Gorgeous kitchen with high-end stainless appliance, top quality designer granite counter top, natural wood grain cabinets. Building features great amenities including party room, lounge, library, gym & sauna. Steps to public library, Edmonds Community Center, groceries, restaurants. Open house Oct 11 SUN 2:00-4:00pm.",,11/16/2020
